Rk,G,Date,Age,Tm,LOC,Opp,W/L,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Line
41,38,1/17/2024,25-320,BOS,,SAS,W (+19),1,31:33:00,9,21,0.429,3,8,0.375,3,5,0.6,0,5,5,2,0,0,2,2,24,12.2,11,30.5
42,39,1/19/2024,25-322,BOS,,DEN,L (-2),1,38:55:00,9,24,0.375,1,8,0.125,3,3,1,2,6,8,5,1,0,0,1,22,16.1,6,29.5
43,40,1/21/2024,25-324,BOS,@,HOU,W (+9),1,35:07:00,4,17,0.235,1,6,0.167,9,12,0.75,1,6,7,3,1,0,2,0,18,10.1,-4,26.5
44,41,1/22/2024,25-325,BOS,@,DAL,W (+9),1,40:55:00,11,21,0.524,2,8,0.25,15,19,0.789,0,11,11,5,3,2,0,4,39,36.7,27,27.5
45,42,1/25/2024,25-328,BOS,@,MIA,W (+33),1,32:12:00,7,15,0.467,3,7,0.429,9,10,0.9,1,7,8,4,0,0,1,1,26,22.1,22,28.5
46,43,1/27/2024,25-330,BOS,,LAC,L (-19),1,30:02:00,8,18,0.444,2,4,0.5,3,3,1,3,8,11,1,0,1,3,2,21,13.7,-32,27.5
47,44,1/29/2024,25-332,BOS,,NOP,W (+6),1,37:30:00,10,18,0.556,2,8,0.25,6,7,0.857,0,10,10,8,3,1,7,1,28,23.9,9,27.5
48,45,1/30/2024,25-333,BOS,,IND,W (+5),1,38:50:00,12,19,0.632,4,9,0.444,2,3,0.667,0,7,7,7,1,2,2,2,30,27.7,-4,28.5
49,46,2/1/2024,25-335,BOS,,LAL,L (-9),1,36:37:00,8,21,0.381,5,10,0.5,2,2,1,2,5,7,3,1,1,2,3,23,15,-12,29.5
50,47,2/4/2024,25-338,BOS,,MEM,W (+40),1,30:48:00,12,22,0.545,6,12,0.5,4,4,1,1,7,8,7,1,0,2,1,34,29.7,27,29.5
51,48,2/7/2024,25-341,BOS,,ATL,W (+8),1,35:36:00,8,21,0.381,2,13,0.154,2,2,1,0,9,9,7,1,0,3,3,20,12.9,3,25.5
52,49,2/9/2024,25-343,BOS,,WAS,W (+4),1,38:04:00,12,22,0.545,3,10,0.3,8,9,0.889,1,9,10,8,1,2,2,1,35,33,9,29.5
53,50,2/11/2024,25-345,BOS,@,MIA,W (+4),1,38:41:00,11,20,0.55,2,6,0.333,2,2,1,1,9,10,9,0,2,1,1,26,26.1,5,27.5
54,51,2/13/2024,25-347,BOS,@,BRK,W (+8),1,38:59:00,14,26,0.538,5,11,0.455,8,8,1,0,14,14,5,2,1,2,3,41,35.6,21,27.5
55,52,2/14/2024,25-348,BOS,,BRK,W (+50),1,28:23:00,7,16,0.438,2,7,0.286,4,5,0.8,1,6,7,9,0,0,1,0,20,19,27,30.5
56,53,2/22/2024,25-356,BOS,@,CHI,W (+17),1,34:55:00,8,17,0.471,5,10,0.5,4,6,0.667,0,7,7,5,3,0,3,3,25,19.9,13,31.5
57,54,2/24/2024,25-358,BOS,@,NYK,W (+14),1,43:22:00,7,15,0.467,2,8,0.25,3,4,0.75,1,5,6,6,2,1,4,3,19,14.8,15,26.5
58,55,2/27/2024,25-361,BOS,,PHI,W (+18),1,34:45:00,9,20,0.45,1,7,0.143,10,11,0.909,0,11,11,8,0,1,1,1,29,26.4,27,27.5
59,56,3/1/2024,25-364,BOS,,DAL,W (+28),1,37:10:00,10,19,0.526,5,9,0.556,7,7,1,0,8,8,3,0,0,4,2,32,22.4,17,26.5
60,57,3/3/2024,26-000,BOS,,GSW,W (+52),1,25:12:00,9,13,0.692,4,5,0.8,5,5,1,0,3,3,5,1,1,0,2,27,26.8,40,28.5
61,58,3/5/2024,26-002,BOS,@,CLE,L (-1),1,37:31:00,8,21,0.381,5,9,0.556,5,6,0.833,2,11,13,2,0,0,2,3,26,17,-7,26.5
62,59,3/7/2024,26-004,BOS,@,DEN,L (-6),1,38:39:00,5,13,0.385,2,5,0.4,3,4,0.75,1,3,4,8,2,0,5,4,15,10.1,-2,26.5
63,60,3/9/2024,26-006,BOS,@,PHO,W (+10),1,42:16:00,11,28,0.393,5,9,0.556,2,2,1,3,7,10,7,1,0,4,0,29,19.9,4,26.5
64,61,3/11/2024,26-008,BOS,@,POR,W (+22),1,35:40:00,9,23,0.391,2,8,0.25,6,8,0.75,0,5,5,8,0,0,1,0,26,18.8,16,29.5
65,62,3/12/2024,26-009,BOS,@,UTA,W (+16),1,34:00:00,13,25,0.52,4,10,0.4,8,8,1,2,4,6,2,0,1,3,3,38,26.2,8,28.5
66,63,3/14/2024,26-011,BOS,,PHO,W (+15),1,33:05:00,10,18,0.556,4,8,0.5,2,3,0.667,1,4,5,5,0,0,3,3,26,18.2,26,29.5
67,64,3/17/2024,26-014,BOS,@,WAS,W (+26),1,26:36:00,8,17,0.471,6,12,0.5,8,10,0.8,0,6,6,6,3,1,2,1,30,27.8,26,30.5
69,65,3/20/2024,26-017,BOS,,MIL,W (+3),1,39:20:00,9,19,0.474,4,7,0.571,9,10,0.9,0,8,8,4,3,2,2,2,31,27.7,2,26.5
71,66,3/23/2024,26-020,BOS,@,CHI,W (+11),1,37:24:00,8,20,0.4,2,7,0.286,8,9,0.889,1,1,2,6,1,1,5,1,26,16.3,5,27.5
72,67,3/25/2024,26-022,BOS,@,ATL,L (-2),1,39:23:00,13,26,0.5,2,7,0.286,9,11,0.818,2,6,8,5,2,1,2,1,37,30.2,3,26.5
73,68,3/28/2024,26-025,BOS,@,ATL,L (-1),1,45:14:00,9,22,0.409,2,7,0.286,11,13,0.846,3,10,13,6,0,0,2,3,31,24.5,-11,26.5
74,69,3/30/2024,26-027,BOS,@,NOP,W (+12),1,35:30:00,10,17,0.588,3,6,0.5,0,0,,1,8,9,4,0,0,4,1,23,16.6,8,26.5
75,70,4/1/2024,26-029,BOS,@,CHO,W (+14),1,34:23:00,9,19,0.474,4,10,0.4,3,3,1,0,10,10,4,2,1,4,2,25,19,14,30.5
76,71,4/3/2024,26-031,BOS,,OKC,W (+35),1,28:54:00,7,15,0.467,2,5,0.4,8,8,1,3,4,7,3,1,0,0,2,24,21.9,14,27.5
77,72,4/5/2024,26-033,BOS,,SAC,W (+1),1,32:30:00,5,15,0.333,1,6,0.167,6,8,0.75,0,6,6,5,0,0,3,0,17,10,14,28.5
79,73,4/9/2024,26-037,BOS,@,MIL,L (-13),1,37:26:00,9,19,0.474,4,9,0.444,0,0,,0,5,5,6,0,1,2,1,22,16.3,-11,30.5
80,74,4/11/2024,26-039,BOS,,NYK,L (-9),1,31:48:00,5,13,0.385,1,7,0.143,7,9,0.778,1,3,4,7,2,1,2,3,18,16.1,-30,28.5
1,1,4/21/2024,26-049,BOS,,MIA,W (+20),1,41:08:00,7,18,0.389,1,8,0.125,8,8,1,1,9,10,10,2,0,3,4,23,21,3,28.5
2,2,4/24/2024,26-052,BOS,,MIA,L (-10),1,41:12:00,10,20,0.5,2,6,0.333,6,8,0.75,0,8,8,3,0,1,3,3,28,18.2,6,27.5
3,3,4/27/2024,26-055,BOS,@,MIA,W (+20),1,38:48:00,6,16,0.375,2,7,0.286,8,12,0.667,0,11,11,6,0,1,0,3,22,18.6,22,24.5
4,4,4/29/2024,26-057,BOS,@,MIA,W (+14),1,37:05:00,5,14,0.357,2,6,0.333,8,8,1,0,11,11,5,0,0,1,3,20,16.8,12,26.5
5,5,5/1/2024,26-059,BOS,,MIA,W (+34),1,32:06:00,4,9,0.444,2,4,0.5,6,9,0.667,0,12,12,3,0,1,2,2,16,13.7,35,31.5
6,6,5/7/2024,26-065,BOS,,CLE,W (+25),1,34:40:00,7,19,0.368,0,5,0,4,4,1,2,9,11,5,0,3,1,3,18,15,18,26.5
7,7,5/9/2024,26-067,BOS,,CLE,L (-24),1,37:32:00,7,17,0.412,2,5,0.4,9,11,0.818,0,7,7,6,1,0,1,3,25,20.2,-22,25.5
9,9,5/13/2024,26-071,BOS,@,CLE,W (+7),1,43:52:00,11,25,0.44,2,8,0.25,9,9,1,2,9,11,5,2,1,4,2,33,25.4,6,29.5
10,10,5/15/2024,26-073,BOS,,CLE,W (+15),1,43:21:00,9,16,0.563,3,7,0.429,4,4,1,0,10,10,9,4,0,1,3,25,28.5,18,28.5
11,11,5/21/2024,26-079,BOS,,IND,W (+5),1,45:32:00,12,26,0.462,2,8,0.25,10,12,0.833,2,10,12,4,3,0,4,4,36,26.4,20,28.5
12,12,5/23/2024,26-081,BOS,,IND,W (+16),1,42:20:00,9,20,0.45,1,7,0.143,4,4,1,1,5,6,5,0,0,4,3,23,13.1,0,25.5
13,13,5/25/2024,26-083,BOS,@,IND,W (+3),1,43:57:00,12,23,0.522,5,10,0.5,7,11,0.636,1,9,10,8,1,2,0,3,36,33.3,9,24.5
14,14,5/27/2024,26-085,BOS,@,IND,W (+3),1,43:46:00,11,26,0.423,3,11,0.273,1,1,1,3,10,13,8,1,0,5,5,26,16.9,6,26.5
15,15,6/6/2024,26-095,BOS,,DAL,W (+18),1,42:09:00,6,16,0.375,3,7,0.429,1,2,0.5,2,9,11,5,0,1,6,1,16,8.7,19,25.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
